satisfaction_level,last_evaluation,number_project,sales,salary
0.95,0.96,3,RandD,low
0.93,0.64,4,RandD,low
0.98,0.67,4,marketing,low
0.79,0.79,4,sales,low
0.99,0.73,4,accounting,low
0.64,0.9,5,support,low
0.54,0.44,3,technical,low
0.79,0.59,4,management,low
0.55,0.98,4,marketing,low
0.18,0.81,4,marketing,low
0.56,0.81,4,marketing,low
0.92,0.67,2,sales,low
0.99,0.75,4,sales,low
0.77,0.85,4,sales,low
0.49,0.52,3,sales,low
0.98,0.58,3,sales,low
0.18,0.54,6,sales,low
0.8,0.82,4,sales,low
0.81,0.77,5,sales,low
0.13,0.61,5,sales,medium
0.58,0.97,3,sales,medium
0.75,0.63,4,sales,medium
0.8,0.94,4,sales,medium
0.78,0.6,4,sales,medium
0.92,0.6,5,sales,medium
0.85,0.98,5,sales,medium
0.52,0.63,3,sales,medium
0.95,0.84,3,sales,medium
0.81,0.92,5,sales,medium
0.16,0.82,6,sales,medium
0.91,0.74,3,accounting,medium
0.62,0.51,4,accounting,high
0.24,0.42,5,accounting,low
0.88,0.51,3,hr,medium
0.94,0.73,3,hr,medium
0.76,0.79,5,hr,medium
0.49,0.67,3,hr,medium
0.93,0.9,4,technical,low
0.92,0.66,4,technical,low
0.19,0.94,4,technical,low
0.66,0.76,3,technical,low
0.16,0.94,4,technical,low
0.83,0.99,5,technical,low
0.69,0.53,3,technical,low
0.82,0.53,3,technical,low
0.88,0.72,5,technical,low
0.31,0.42,4,technical,low
0.83,0.49,4,technical,low
0.94,0.52,5,support,low
0.65,0.79,5,support,low
0.6,0.6,4,support,low
0.52,0.43,3,support,low
0.66,0.89,4,support,low
0.87,0.87,4,support,low
0.2,0.99,5,support,low
0.63,0.91,4,support,medium
0.69,0.98,4,support,medium
0.48,0.61,3,support,medium
0.8,0.8,4,support,medium
0.89,0.74,5,technical,medium
0.67,0.63,3,technical,medium
0.37,0.86,6,technical,medium
0.93,0.61,5,management,medium
0.69,0.52,3,IT,medium
0.16,0.61,4,IT,medium
0.81,0.55,3,IT,medium
0.97,0.63,5,IT,medium
0.77,0.59,4,IT,high
0.75,0.78,2,product_mng,low
0.88,0.82,3,product_mng,medium
0.43,0.51,5,product_mng,medium
0.99,0.99,4,product_mng,medium
0.59,0.65,5,IT,medium
0.89,0.71,4,RandD,low
0.54,0.73,3,RandD,low
0.32,0.86,4,RandD,low
0.17,0.55,6,RandD,low
0.78,0.55,3,RandD,low
0.73,0.68,3,RandD,low
0.65,0.76,2,IT,low
0.8,0.71,4,IT,low
0.61,0.86,3,IT,low
0.67,0.49,3,IT,low
0.63,0.57,3,product_mng,low
0.51,0.58,4,product_mng,low
0.82,0.59,5,product_mng,low
0.79,0.67,5,product_mng,low
0.49,0.6,2,IT,low
0.7,0.59,3,RandD,low
0.13,0.5,3,RandD,low
0.83,0.52,5,RandD,low
0.83,0.91,3,RandD,low
0.19,0.83,5,RandD,low
0.8,0.81,5,RandD,low
0.49,0.67,2,marketing,medium
0.92,0.99,3,sales,medium
0.81,0.55,4,accounting,medium
0.62,0.91,3,support,medium
0.21,0.7,3,technical,medium
0.95,0.74,5,management,medium
0.51,0.8,4,marketing,medium
0.52,0.89,3,marketing,medium
0.64,0.56,3,marketing,medium
0.62,0.79,4,sales,medium
0.73,0.88,5,sales,medium
0.32,0.86,4,sales,medium
0.78,0.96,2,sales,high
0.65,0.91,4,sales,low
0.56,0.92,4,sales,medium
0.96,0.89,3,sales,medium
0.79,0.82,4,sales,medium
0.66,0.58,4,sales,medium
0.67,0.68,4,sales,low
0.86,0.82,4,sales,low
0.57,0.72,4,sales,low
0.86,0.87,5,sales,low
0.52,0.59,5,sales,low
0.73,0.61,4,sales,low
0.78,0.63,5,sales,low
0.95,0.63,3,sales,low
0.75,0.61,3,sales,low
0.83,0.52,2,sales,low
0.48,1,4,accounting,low
0.3,0.58,2,accounting,low
0.72,0.85,5,accounting,low
0.61,0.52,3,hr,low
0.31,0.87,6,hr,low
0.62,0.81,3,hr,low
0.48,0.49,3,hr,low
0.97,0.89,4,technical,low
0.61,0.83,4,technical,low
0.93,0.99,3,technical,low
0.89,0.39,5,technical,low
0.95,0.9,3,technical,medium
0.36,0.44,5,technical,medium
0.29,0.39,6,technical,medium
0.65,0.83,4,technical,medium
0.72,0.54,4,technical,medium
0.51,0.56,4,technical,medium
0.54,0.53,4,technical,medium
0.66,0.58,3,support,medium
0.59,0.54,4,support,medium
0.45,0.48,3,support,medium
0.15,0.91,5,support,medium
0.95,0.53,3,support,medium
0.49,0.59,5,support,high
0.68,0.97,3,support,low
0.7,0.76,4,support,medium
0.9,0.73,2,support,medium
0.94,0.95,5,support,medium
0.8,0.86,3,support,medium
0.59,0.53,5,technical,low
0.43,0.96,3,technical,low
0.7,0.54,5,technical,low
0.51,0.62,4,management,low
0.12,0.49,4,IT,low
0.14,0.56,5,IT,low
0.86,0.91,4,IT,low
0.97,0.5,3,IT,low
1,0.86,2,IT,medium
0.49,0.63,3,product_mng,medium
0.9,0.93,3,product_mng,medium
0.82,0.89,4,product_mng,medium
0.59,0.48,3,product_mng,medium
0.97,0.57,4,IT,medium
0.69,0.88,3,management,medium
0.73,0.84,3,management,medium
0.48,0.74,2,management,medium
0.94,0.49,4,management,medium
0.74,0.73,3,management,medium
0.65,0.63,4,management,medium
0.93,0.94,4,IT,medium
0.57,0.67,3,IT,medium
0.9,0.49,3,IT,medium
0.55,0.86,4,IT,medium
0.59,0.73,3,product_mng,medium
0.72,0.98,4,product_mng,medium
0.87,0.52,4,product_mng,medium
0.86,0.82,4,product_mng,medium
0.61,0.5,4,IT,medium
0.45,0.63,5,management,medium
0.51,0.63,4,management,medium
0.87,0.92,4,management,medium
0.29,0.38,5,management,medium
0.57,0.64,3,management,medium
0.69,0.83,4,management,medium
0.61,0.9,2,marketing,high
0.96,0.85,4,sales,high
0.16,0.61,6,accounting,high
0.96,0.82,4,support,high
0.77,0.81,4,technical,high
0.85,0.87,6,management,high
0.37,0.49,3,marketing,high
0.68,0.65,3,marketing,high
0.87,0.6,5,marketing,high
0.95,0.8,3,sales,high
0.84,0.63,3,sales,low
0.44,0.51,2,sales,low
0.94,0.73,4,sales,low
0.85,0.94,5,sales,low
0.75,0.51,2,sales,low
0.76,0.67,5,sales,low
0.13,0.97,4,sales,low
0.6,0.79,4,sales,low
0.45,0.55,4,sales,low
0.49,1,2,sales,low
0.19,0.36,3,sales,low
0.68,0.89,5,sales,low
0.53,0.91,5,sales,low
1,0.77,5,sales,low
0.99,0.86,3,sales,low
0.29,0.75,6,sales,medium
0.54,0.83,4,sales,medium
0.25,0.9,6,sales,medium
0.71,0.76,4,accounting,medium
0.96,0.84,3,accounting,medium
0.8,0.9,4,accounting,medium
0.82,0.87,5,hr,medium
0.19,0.97,6,hr,medium
0.43,0.74,4,hr,medium
0.62,0.84,3,hr,medium
0.75,0.85,3,technical,medium
0.56,0.48,5,technical,medium
0.88,0.91,4,technical,high
0.63,0.57,4,technical,high
0.75,0.93,3,technical,high
0.74,1,4,technical,high
0.55,0.68,3,technical,high
0.87,0.55,4,technical,high
0.13,0.9,5,technical,high
0.33,0.64,2,technical,high
0.89,0.97,4,technical,low
0.56,0.94,3,support,low
0.95,0.61,3,support,low
0.57,0.59,4,support,low
0.72,0.53,3,support,low
0.28,0.44,4,support,low
0.54,0.61,4,support,low
0.54,0.95,4,support,low
0.99,0.8,3,support,medium
0.37,0.69,2,support,medium
0.77,0.87,3,support,medium
0.7,0.88,4,support,medium
0.8,0.74,3,technical,medium
0.52,0.63,3,technical,medium
0.69,0.55,3,technical,medium
0.6,0.62,5,management,medium
0.74,0.64,3,IT,medium
0.69,0.82,4,IT,medium
0.78,0.89,4,IT,medium
0.77,0.75,4,IT,medium
0.91,0.68,4,IT,medium
0.54,0.68,6,product_mng,medium
0.48,0.77,6,product_mng,medium
0.55,0.96,3,product_mng,medium
0.17,0.36,6,product_mng,medium
0.77,0.83,5,IT,medium
0.93,0.98,3,IT,medium
0.65,0.91,4,IT,medium
0.67,0.52,4,IT,medium
0.95,0.88,3,IT,medium
0.61,0.97,6,product_mng,medium
0.57,0.39,4,product_mng,high
0.65,1,4,product_mng,low
0.85,0.81,4,product_mng,medium
0.61,0.96,3,IT,medium
0.65,0.9,6,RandD,medium
0.92,0.93,4,RandD,medium
0.37,0.41,2,RandD,medium
0.48,0.77,5,RandD,medium
0.82,0.91,5,RandD,medium
0.84,0.75,4,RandD,medium
0.57,0.46,2,marketing,medium
0.8,0.75,4,sales,medium
0.49,0.91,4,accounting,low
0.79,0.82,5,support,low
0.48,0.67,3,technical,low
0.28,0.89,4,management,low
0.47,0.56,4,marketing,low
0.91,0.6,4,marketing,low
0.75,0.6,4,marketing,low
0.61,0.89,3,sales,high
0.47,0.79,3,sales,low
0.22,0.7,2,sales,high
0.5,0.48,4,sales,high
0.56,0.87,3,sales,low
0.84,0.85,4,sales,low
0.69,0.72,4,sales,high
0.53,0.64,3,sales,low
0.17,0.57,4,sales,medium
0.48,0.71,2,sales,high
0.94,0.51,3,sales,medium
0.77,0.89,4,sales,medium
1,0.72,5,sales,medium
0.49,0.65,4,sales,medium
0.93,0.73,4,sales,high
0.38,0.43,3,sales,medium
0.6,0.54,4,sales,medium
0.5,0.82,2,sales,medium
0.97,0.55,5,sales,high
0.93,0.95,5,accounting,medium
0.5,1,5,accounting,high
0.52,0.84,3,accounting,low
0.5,0.71,4,hr,medium
0.55,0.4,3,hr,medium
0.95,0.84,3,hr,medium
0.48,0.42,2,hr,medium
0.51,0.39,5,technical,low
0.96,0.48,3,technical,low
0.97,0.84,4,technical,low
0.97,0.66,5,technical,low
0.71,0.54,4,technical,low
0.82,0.49,5,technical,low
0.57,1,4,technical,low
0.48,0.93,3,technical,low
0.71,0.64,3,technical,low
0.63,0.61,5,technical,low
0.99,0.84,4,technical,high
0.79,0.83,3,support,low
0.65,0.85,4,support,low
0.7,0.85,4,support,low
0.99,0.94,4,support,low
0.65,0.62,4,support,high
0.92,0.85,3,support,low
0.24,0.5,4,support,low
0.39,0.89,3,support,low
0.82,0.85,3,support,high
0.78,0.89,4,support,low
0.62,0.79,3,support,medium
0.6,0.61,5,technical,high
0.49,0.57,3,technical,medium
0.82,0.82,3,technical,high
0.48,0.81,4,management,medium
0.69,0.56,4,IT,medium
0.4,0.89,2,IT,medium
0.72,0.8,3,IT,medium
0.75,0.84,5,IT,medium
0.5,0.77,3,IT,medium
0.78,0.5,5,product_mng,medium
0.76,0.45,4,product_mng,medium
0.94,0.52,3,product_mng,high
0.24,0.94,6,product_mng,low
0.99,0.66,3,IT,medium
0.67,0.64,3,management,medium
0.76,0.57,5,management,medium
0.76,0.77,4,management,medium
0.55,0.64,4,management,medium
0.74,0.6,4,management,medium
0.81,0.85,4,management,medium
0.98,0.67,3,IT,medium
0.98,0.98,4,IT,medium
0.58,0.91,3,product_mng,high
0.18,0.75,3,product_mng,low
0.57,0.67,5,product_mng,low
0.7,0.62,3,product_mng,low
0.49,0.77,3,IT,high
0.7,0.56,4,management,medium
0.16,0.93,5,management,medium
0.58,0.59,3,management,medium
0.66,0.57,4,management,medium
0.51,0.55,2,management,medium
0.48,0.84,4,management,medium
0.56,0.71,3,marketing,low
0.81,0.62,3,sales,low
0.57,0.7,4,accounting,low
0.66,0.53,3,support,low
0.22,0.91,6,technical,low
0.96,0.71,3,management,medium
0.87,0.88,4,marketing,medium
0.61,0.42,2,marketing,medium
0.66,0.85,3,marketing,medium
0.9,0.51,4,sales,medium
0.64,0.67,3,sales,medium
0.76,0.82,4,sales,medium
0.97,0.41,5,sales,medium
0.69,0.76,3,sales,medium
0.98,0.55,3,sales,medium
0.18,0.61,5,sales,medium
0.62,0.91,3,sales,medium
0.29,0.37,6,sales,high
0.87,0.48,5,sales,low
0.91,0.64,3,sales,medium
0.53,0.79,3,sales,medium
0.69,0.73,4,sales,medium
0.14,0.58,4,sales,medium
0.7,0.77,4,sales,low
0.77,0.75,6,sales,low
0.77,0.76,6,sales,low
0.76,0.99,3,sales,low
0.66,0.49,4,sales,low
0.5,0.95,3,accounting,low
0.57,0.9,5,accounting,low
0.97,0.62,6,accounting,low
0.26,0.99,5,hr,low
0.72,0.62,3,hr,low
0.83,0.93,3,hr,low
0.55,0.4,3,hr,low
0.77,0.74,5,technical,low
0.24,0.63,4,technical,low
0.8,0.96,3,technical,low
0.5,0.59,4,technical,low
0.66,0.59,4,technical,low
0.66,0.77,4,technical,low
0.66,0.81,3,technical,low
0.96,0.83,3,technical,low
0.75,0.94,5,technical,low
0.78,0.77,3,technical,medium
0.57,0.82,4,technical,medium
0.78,0.68,2,support,medium
0.57,0.88,4,support,medium
0.84,0.56,5,support,medium
0.23,0.94,5,support,medium
0.53,0.37,3,support,medium
0.82,0.71,3,support,medium
0.59,0.64,5,support,medium
0.5,0.52,2,support,medium
1,0.74,2,support,medium
0.94,0.61,3,support,medium
0.86,0.61,4,support,high
0.73,0.49,4,technical,low
0.49,0.94,3,technical,medium
0.79,0.73,2,technical,medium
0.83,0.5,6,management,medium
0.85,0.67,3,IT,medium
0.65,0.37,3,IT,low
0.94,0.65,4,IT,low
0.76,0.81,4,IT,low
0.77,0.54,4,IT,low
0.77,0.91,4,product_mng,low
0.59,0.64,5,product_mng,low
0.69,0.9,3,product_mng,low
0.51,0.85,4,product_mng,low
0.8,0.67,3,IT,low
0.98,0.7,3,management,high
0.69,0.72,4,management,high
0.14,0.76,4,management,high
0.95,0.9,4,management,high
0.53,0.61,3,management,high
0.64,0.52,5,management,high
0.51,0.73,4,sales,low
0.36,0.73,2,sales,low
0.62,0.97,2,sales,low
0.98,0.58,4,sales,low
0.53,0.7,4,sales,low
0.8,0.95,4,sales,low
0.73,0.77,3,sales,medium
0.82,0.8,3,sales,medium
0.62,0.75,5,sales,medium
0.87,0.48,5,sales,medium
0.43,0.65,4,sales,medium
0.57,0.6,2,sales,medium
0.91,0.77,3,sales,medium
0.75,0.59,5,sales,medium
0.76,0.8,5,sales,medium
0.85,0.49,4,sales,medium
0.56,0.67,3,sales,medium
0.86,0.84,3,sales,medium
0.21,0.43,5,sales,high
0.94,0.59,3,sales,low
0.98,0.74,3,sales,medium
0.42,0.45,3,sales,medium
0.98,0.89,4,sales,medium
1,0.93,5,sales,medium
0.95,0.52,3,sales,low
0.95,0.5,4,sales,low
0.68,0.53,3,sales,low
0.64,0.38,5,sales,low
0.24,0.62,6,sales,low
0.37,0.72,3,sales,low
0.67,0.4,4,sales,low
0.86,0.89,4,sales,low
0.43,0.38,3,sales,low
0.67,0.67,4,sales,low
0.92,0.6,4,IT,low
0.43,0.46,2,product_mng,low
0.52,0.8,3,product_mng,low
0.16,0.42,3,product_mng,low
0.49,0.6,4,product_mng,low
0.37,0.63,4,IT,low
0.98,0.68,5,management,high
0.33,0.97,5,management,high
0.14,0.79,5,management,high
0.54,0.79,5,management,high
0.63,0.48,4,management,high
0.55,0.69,4,management,high
0.84,0.53,3,marketing,medium
0.51,0.97,4,sales,medium
0.15,0.75,3,accounting,medium
0.97,0.79,5,support,medium
0.67,0.69,3,technical,medium
0.48,0.67,4,management,medium
0.69,0.58,4,marketing,medium
0.6,0.62,3,marketing,medium
0.82,0.71,2,marketing,medium
0.86,0.95,4,sales,medium
0.69,0.59,4,sales,medium
0.87,0.87,5,sales,high
0.17,0.78,3,sales,low
0.94,0.51,6,sales,medium
0.5,1,4,sales,medium
0.16,0.72,3,sales,medium
0.89,0.99,2,sales,medium
0.69,0.51,3,IT,low
0.5,0.51,5,product_mng,low
0.16,0.46,6,product_mng,low
0.75,0.99,2,product_mng,low
0.64,0.66,5,product_mng,low
0.78,0.43,4,IT,low
0.81,0.74,2,management,high
0.55,0.58,3,management,high
0.53,0.53,4,management,high
0.69,0.73,3,management,high
0.8,0.53,3,management,high
0.77,0.98,3,management,high
0.84,0.8,4,marketing,low
0.64,0.55,4,sales,low
0.78,0.57,4,accounting,low
0.67,0.7,3,support,low
0.81,0.77,3,technical,low
0.91,0.82,4,management,low
0.75,0.89,6,marketing,medium
0.78,0.96,3,marketing,medium
0.54,0.52,4,marketing,medium
0.77,0.71,5,sales,medium
0.89,0.63,4,sales,medium
0.16,0.98,3,sales,medium
0.77,0.99,4,sales,medium
0.69,0.48,5,sales,medium
0.61,0.81,4,sales,medium
0.59,0.81,4,sales,medium
0.58,0.8,4,IT,medium
0.88,0.67,5,product_mng,medium
0.51,0.63,5,product_mng,high
0.31,0.7,3,product_mng,low
0.52,0.52,4,product_mng,medium
0.57,0.46,3,IT,medium
0.5,0.77,3,management,high
0.74,0.63,3,management,high
0.74,0.77,3,management,high
0.82,0.51,2,management,high
0.74,0.71,3,management,high
0.2,0.59,6,management,high
0.63,0.48,4,marketing,low
0.19,0.8,6,sales,low
0.4,0.62,4,accounting,low
0.71,0.37,2,support,low
0.84,0.73,4,technical,low
0.59,0.84,4,management,low
0.57,0.85,4,marketing,low
0.81,0.61,2,marketing,low
0.8,0.7,4,marketing,low
0.49,0.66,3,sales,low
0.55,0.64,3,sales,low
0.68,0.4,3,sales,low
0.55,0.67,3,sales,low
0.59,0.62,3,sales,low
0.91,0.8,5,sales,low
0.48,0.9,4,sales,low
0.84,0.66,3,sales,low
0.73,0.54,4,IT,medium
0.28,0.59,6,product_mng,medium
0.77,0.65,3,product_mng,medium
0.67,0.65,3,product_mng,medium
0.5,0.53,3,product_mng,medium
0.32,0.47,3,IT,medium
0.57,0.78,3,RandD,medium
0.51,0.8,5,RandD,medium
0.61,0.6,3,RandD,medium
0.83,0.73,4,RandD,medium
0.87,0.97,5,RandD,medium
0.7,0.63,3,RandD,medium
0.78,0.65,3,marketing,high
0.71,0.53,4,sales,low
0.68,0.99,3,accounting,medium
0.75,0.53,4,support,medium
0.7,0.53,3,technical,medium
0.59,0.94,5,management,medium
0.64,0.87,4,marketing,low
0.61,0.88,5,marketing,low
0.77,0.49,2,marketing,low
0.51,0.64,3,sales,low
0.49,0.49,3,sales,low
0.77,0.75,3,sales,low
0.31,0.86,3,sales,low
0.54,0.76,3,sales,low
0.56,0.66,4,sales,low
0.65,0.77,4,sales,low
0.49,0.36,2,sales,low
0.82,0.79,3,technical,low
0.6,0.52,3,support,low
0.64,0.63,3,support,low
0.7,0.68,3,support,low
0.65,0.89,4,support,low
0.69,0.78,5,support,low
0.93,0.74,5,support,low
0.55,0.52,4,support,low
0.75,0.87,4,support,low
0.47,0.43,4,support,low
0.72,0.88,5,support,medium
0.59,0.92,3,support,medium
0.98,0.49,3,technical,medium
0.39,0.52,2,technical,medium
0.93,0.87,4,technical,medium
0.71,0.97,5,management,medium
0.49,0.54,4,IT,medium
0.63,0.93,4,IT,medium
0.45,0.64,3,IT,medium
0.77,0.64,3,IT,medium
0.77,0.63,4,IT,medium
0.5,0.92,4,product_mng,medium
0.45,0.42,4,product_mng,high
0.81,0.47,4,product_mng,low
0.83,0.67,3,product_mng,medium
0.47,0.76,6,IT,medium
0.25,0.89,4,management,high
0.89,0.55,5,management,high
0.97,0.57,3,management,high
0.6,0.65,2,management,high
0.67,0.72,2,management,high
0.89,0.77,3,management,high
0.6,0.91,5,sales,low
0.64,0.79,4,sales,low
0.57,0.66,3,sales,low
0.56,0.98,5,sales,low
0.6,0.9,4,sales,medium
0.17,0.66,6,sales,medium
0.74,0.49,4,sales,medium
0.44,0.41,3,sales,medium
0.51,0.89,4,sales,medium
0.86,0.57,3,sales,medium
0.96,0.48,4,sales,medium
0.87,0.82,4,sales,medium
0.58,0.79,3,sales,medium
0.24,0.56,4,sales,medium
0.42,0.8,4,sales,medium
0.65,0.94,4,sales,medium
0.73,0.92,6,sales,medium
0.63,0.6,4,sales,medium
0.95,0.48,4,sales,medium
0.52,0.83,5,sales,medium
0.96,0.55,3,sales,medium
0.66,0.51,4,sales,medium
0.98,0.44,4,sales,medium
0.56,0.79,5,sales,medium
0.97,0.54,3,sales,medium
0.72,0.92,3,sales,medium
0.74,0.78,4,sales,medium
0.2,0.6,5,sales,medium
0.73,0.56,3,sales,medium
0.76,0.79,3,sales,low
0.65,0.54,4,sales,low
0.66,0.5,3,sales,low
0.96,0.97,6,sales,low
0.57,0.55,4,sales,low
0.61,0.82,4,IT,low
0.57,0.69,3,product_mng,low
0.59,0.47,3,product_mng,low
0.92,0.68,4,product_mng,low
0.79,0.56,3,product_mng,low
0.95,0.66,4,IT,low
0.24,0.81,6,management,high
0.49,0.52,4,management,high
0.49,0.68,3,management,high
0.97,0.51,5,management,high
0.55,0.78,4,management,high
0.76,0.56,5,management,high
0.53,0.99,3,marketing,low
0.51,0.86,3,sales,low
0.57,0.93,2,accounting,low
0.58,0.91,3,support,low
0.6,0.98,4,technical,low
0.65,0.74,4,management,low
0.91,0.75,2,marketing,low
0.65,0.55,3,marketing,low
0.18,0.49,3,marketing,low
0.66,0.9,4,sales,low
0.78,0.8,3,sales,medium
0.82,0.65,5,sales,medium
0.54,0.64,3,sales,medium
0.95,0.84,3,sales,medium
0.65,0.85,4,sales,medium
0.83,0.55,3,sales,medium
0.15,0.6,5,sales,medium
0.59,0.59,4,IT,medium
0.99,0.94,5,product_mng,medium
0.76,0.72,3,product_mng,medium
0.64,0.67,2,product_mng,medium
0.95,0.75,4,product_mng,medium
0.53,0.66,3,IT,high
0.59,0.5,2,management,high
0.69,0.86,5,management,high
0.5,0.49,4,management,high
0.89,0.96,3,management,high
0.56,0.39,3,management,high
0.77,0.68,3,management,high
0.15,0.75,3,marketing,high
0.88,0.58,3,sales,low
0.89,0.86,4,accounting,low
0.65,0.52,2,support,low
0.58,0.99,3,technical,low
0.56,0.85,3,management,low
0.25,0.72,5,marketing,low
0.87,0.89,4,marketing,low
0.62,0.4,3,marketing,low
0.72,0.75,4,sales,medium
0.49,0.94,4,sales,medium
0.57,0.91,4,sales,medium
0.63,0.65,3,sales,medium
0.91,0.63,5,sales,medium
0.7,0.68,5,sales,medium
0.66,0.95,5,sales,medium
0.77,0.48,5,IT,medium
0.68,0.97,3,product_mng,medium
0.34,0.46,3,product_mng,medium
0.97,0.64,4,product_mng,medium
0.57,0.75,4,product_mng,medium
0.66,0.65,3,IT,medium
0.68,0.67,4,management,high
0.49,0.78,4,management,high
0.72,0.66,4,management,high
0.77,0.89,4,management,high
0.77,0.73,3,management,high
0.59,0.73,4,management,high
0.41,0.67,6,marketing,medium
0.94,0.64,5,sales,medium
0.91,0.61,4,accounting,medium
0.7,0.84,3,support,medium
0.51,0.52,3,technical,high
0.22,0.7,4,management,low
0.69,0.65,3,marketing,medium
0.2,0.68,5,marketing,medium
0.9,0.85,3,marketing,medium
0.76,0.85,3,sales,medium
0.88,0.51,3,sales,medium
0.31,0.63,4,sales,medium
0.17,0.66,6,sales,medium
0.91,0.77,3,sales,medium
0.97,0.38,5,sales,medium
0.61,0.77,5,sales,medium
0.74,0.67,5,sales,low
0.65,0.82,5,IT,low
0.87,0.73,5,product_mng,low
0.56,0.71,5,product_mng,low
0.78,0.69,4,product_mng,low
0.73,0.57,3,product_mng,low
0.66,0.78,4,IT,low
0.15,0.81,5,RandD,high
0.52,0.69,5,RandD,low
0.44,0.66,6,RandD,high
0.7,0.7,3,RandD,high
0.63,0.52,5,RandD,low
0.89,0.59,3,RandD,low
0.96,0.85,4,marketing,high
0.98,0.99,4,sales,low
0.62,0.82,3,accounting,medium
0.62,0.73,3,support,high
0.69,0.43,5,technical,medium
0.5,0.91,4,management,medium
0.71,0.93,5,marketing,medium
0.5,0.68,3,marketing,medium
0.93,0.6,3,marketing,high
0.95,0.77,5,sales,medium
0.17,0.61,6,sales,medium
0.92,0.68,4,sales,medium
0.64,0.48,3,sales,high
0.27,0.42,6,sales,medium
0.66,0.87,3,sales,high
0.59,0.69,3,sales,low
0.93,0.98,4,sales,medium
0.58,0.67,5,technical,medium
0.96,0.6,3,support,medium
0.69,0.85,3,support,medium
0.41,0.38,4,support,low
0.36,0.41,3,support,low
0.71,0.78,4,support,low
0.94,0.9,4,support,low
0.51,0.76,4,support,low
0.83,0.48,4,support,low
0.22,0.62,3,support,low
0.66,0.89,4,support,low
0.14,0.58,3,support,low
0.16,0.96,5,technical,low
0.81,0.78,3,technical,high
0.73,0.94,3,technical,low
0.7,0.58,5,management,low
0.62,0.73,3,IT,low
0.5,0.83,5,IT,low
0.7,0.88,3,IT,high
0.53,0.73,3,IT,low
0.87,0.9,3,IT,low
0.59,0.6,3,product_mng,low
0.94,0.67,4,product_mng,high
0.2,0.53,5,product_mng,low
0.42,0.44,3,product_mng,medium
0.43,0.66,4,IT,high
0.43,0.76,6,management,high
0.77,0.86,5,management,high
0.76,0.98,2,management,high
0.82,0.9,3,management,high
0.75,0.66,5,management,high
0.63,0.98,4,management,high
0.51,0.75,3,sales,medium
0.23,0.7,3,sales,medium
0.77,0.58,4,sales,medium
0.54,0.63,4,sales,medium
0.63,0.85,4,sales,high
0.55,0.45,3,sales,low
0.31,0.63,3,sales,medium
0.98,0.74,4,sales,medium
0.16,0.95,6,sales,medium
0.54,0.78,3,sales,medium
0.73,0.48,3,sales,medium
0.16,0.63,6,sales,medium
0.57,0.82,5,sales,medium
0.88,0.88,4,sales,medium
0.95,0.81,4,sales,medium
0.93,0.7,5,sales,high
0.91,0.58,3,sales,low
0.77,0.82,4,sales,low
0.24,0.94,6,sales,low
0.74,0.74,5,sales,high
0.53,0.59,4,sales,low
0.89,0.77,5,sales,low
0.23,0.77,5,sales,low
0.69,0.66,3,sales,high
0.52,0.72,4,sales,low
0.9,0.58,3,sales,low
0.92,0.63,5,sales,low
0.72,0.59,5,sales,low
0.92,0.61,4,sales,low
0.79,0.86,5,sales,low
0.48,0.89,4,sales,low
0.27,0.76,4,sales,medium
0.67,0.49,3,sales,medium
0.48,0.7,3,sales,medium
0.99,0.6,4,IT,medium
0.49,0.88,4,product_mng,medium
0.39,0.45,3,product_mng,medium
0.99,0.92,4,product_mng,medium
0.78,0.57,3,product_mng,medium
0.5,0.73,3,IT,medium
0.61,0.79,5,management,high
0.88,0.6,4,management,high
0.44,0.44,2,management,high
0.73,0.78,3,management,high
0.58,0.84,4,management,high
0.74,0.98,3,management,high
0.32,0.48,4,marketing,medium
0.88,0.83,4,sales,medium
0.81,0.9,4,accounting,medium
0.59,0.92,3,support,low
0.79,0.65,3,technical,low
0.92,0.64,4,management,low
0.76,0.85,3,marketing,low
0.91,0.65,5,marketing,low
0.8,0.84,4,marketing,low
0.73,0.72,4,sales,low
0.88,0.53,3,sales,low
0.65,0.4,5,sales,low
0.84,0.5,4,sales,low
0.93,0.5,5,sales,low
0.64,0.6,3,sales,low
0.66,0.72,4,sales,low
0.76,0.56,3,sales,low
0.34,0.72,3,IT,low
0.48,0.8,4,product_mng,low
0.79,0.61,4,product_mng,low
0.82,0.67,4,product_mng,low
0.51,0.71,2,product_mng,low
0.84,0.78,4,IT,low
0.66,0.79,5,management,high
0.72,0.88,3,management,high
0.53,0.91,4,management,high
0.81,0.8,5,management,high
0.58,0.9,3,management,high
0.82,0.56,2,management,high
0.72,0.99,4,marketing,medium
0.9,0.54,4,sales,medium
0.98,0.91,3,accounting,medium
0.56,0.74,3,support,medium
0.77,0.82,3,technical,medium
0.61,0.89,4,management,medium
0.97,0.61,4,marketing,medium
0.64,0.55,3,marketing,high
0.99,0.97,4,marketing,low
0.61,0.42,3,sales,medium
0.72,0.71,4,sales,medium
0.67,0.91,2,sales,medium
0.9,0.56,3,sales,medium
0.9,0.73,4,sales,low
0.63,0.61,4,sales,low
0.64,0.88,3,sales,low
0.44,0.65,3,IT,low
0.64,0.94,4,product_mng,low
0.65,0.95,2,product_mng,low
0.69,0.9,5,product_mng,low
0.93,0.51,4,product_mng,low
0.73,0.9,5,IT,low
0.83,0.6,4,management,high
0.82,0.49,5,management,high
